2	161.0655058592949	450.51403289363145	99.44591	416.3553
9	107.58500914422206	250.50517804524827	129.65497	276.75354
17	214.64887242844358	258.5532168840447	265.38855	221.8064
23	82.87415076602424	319.7774815373462	114.13648	329.2884
75	63.56438986969551	395.84466136929586	62.885727	337.70657
81	131.41130221074977	476.027966955254	166.84306	441.86328
89	200.66293373866108	360.3903999381704	245.50998	419.47665
107	302.68245802125705	443.911660696327	312.9971	453.65964
108	286.91158076147883	487.4848179312051	263.72052	508.5868
116	113.66323660982529	546.650810979657	120.37226	530.6166
127	156.1573184602656	217.84889198581158	139.0015	308.3272
146	54.48406335872626	247.0116310744822	77.540985	261.11475
154	67.55182827185406	504.61311410651797	121.07099	427.54694
157	97.46153734866982	549.8758378369956	93.30798	497.03268
185	297.7822951942416	378.29551057089947	349.48563	390.42667
197	334.89883282989723	409.8545062193581	336.6334	475.21487
203	354.9056918323297	470.36715215170295	359.19077	444.86597
207	331.4647620916543	508.42245294124143	326.94147	499.9832
208	295.40124969882834	537.975608173705	344.52634	472.7842
216	134.28980197335244	567.5834177839113	142.46373	540.27893
236	141.84098476600468	510.4638716942358	117.56761	413.86328
244	142.24268488252144	333.57891952200515	105.45533	349.6055
258	259.40277115769254	327.9392203844417	216.77527	354.75375
267	329.85056975421935	401.4896665718182	289.59747	468.8712
268	331.122119029806	393.3517407308044	301.64722	424.79724
274	283.6211845077828	398.3256959197351	331.40012	421.72876
280	71.4328724680735	279.4763299787435	135.94394	437.24268
311	177.07028391110128	233.70091931021443	190.77554	220.67934
314	197.8092520003754	170.63937229409467	193.06435	208.17458
318	284.2924557902029	58.30684473964355	336.23865	115.33269
332	187.57202911948258	262.2874750540868	184.95583	213.94498
350	277.1840995891793	563.1429868314893	184.3317	520.78424
358	293.35658863780543	461.9255453873428	303.9231	489.8715
386	344.6137500490429	196.5348270089159	331.97073	210.43073
390	359.96098544993856	104.54888970822935	298.5202	144.48026
391	369.1926704923786	77.95283799718361	289.5502	161.4343
411	69.90438548248932	259.9603768196633	108.29586	299.11725
418	67.50193418827797	417.19739887661785	94.856186	416.7285
421	87.68004998636884	481.6604844283057	101.37956	385.54886
423	144.78421244805793	516.6041807313753	137.21414	425.19766
424	138.0055782083029	535.5843566026896	144.99123	389.0328
430	136.77998170786594	459.76973712564893	156.64767	465.41205
448	251.65406355545232	363.16564327761944	211.63531	341.47333
451	322.7700456952615	385.6551595468323	225.61421	351.22525
458	299.5670774254947	450.3375375606113	242.27092	344.98773
460	292.5993754715223	513.8774017125817	239.66637	314.5892
